JESSE,MALE,HISPANIC,10,1930,94
JESUS,MALE,HISPANIC,70,221,45
JIA,MALE,ASIAN AND PACIFIC ISLANDER,15,1273,51
JIMMY,MALE,HISPANIC,14,1423,90
JOAQUIN,MALE,HISPANIC,23,860,81
JOEL,MALE,HISPANIC,82,177,39
JOEL,MALE,BLACK NON HISPANIC,37,472,37
JOEL,MALE,WHITE NON HISPANIC,30,633,77
JOHAN,MALE,HISPANIC,28,683,76
JOHANN,MALE,HISPANIC,12,1641,92
JOHN,MALE,WHITE NON HISPANIC,166,52,14
JOHN,MALE,HISPANIC,96,139,37
JOHN,MALE,BLACK NON HISPANIC,34,525,40
JOHN,MALE,ASIAN AND PACIFIC ISLANDER,21,927,45
JOHNATHAN,MALE,HISPANIC,16,1226,88
JOHNNY,MALE,ASIAN AND PACIFIC ISLANDER,18,1076,48
JOHNNY,MALE,HISPANIC,18,1100,86
JONAH,MALE,WHITE NON HISPANIC,52,320,59
JONAH,MALE,HISPANIC,15,1324,89
JONATHAN,MALE,HISPANIC,183,34,14
JONATHAN,MALE,WHITE NON HISPANIC,71,214,46
JONATHAN,MALE,BLACK NON HISPANIC,53,302,28
JONATHAN,MALE,ASIAN AND PACIFIC ISLANDER,50,333,20
JORDAN,MALE,HISPANIC,72,209,43
JORDAN,MALE,BLACK NON HISPANIC,53,303,28
JORDAN,MALE,WHITE NON HISPANIC,32,589,75
JORDAN,MALE,ASIAN AND PACIFIC ISLANDER,23,840,43
JORGE,MALE,HISPANIC,39,443,65
JOSE,MALE,HISPANIC,144,67,21
JOSEPH,MALE,WHITE NON HISPANIC,281,6,2
JOSEPH,MALE,HISPANIC,140,68,22
JOSEPH,MALE,BLACK NON HISPANIC,35,510,39
JOSEPH,MALE,ASIAN AND PACIFIC ISLANDER,21,928,45
JOSHUA,MALE,HISPANIC,190,26,11
JOSHUA,MALE,BLACK NON HISPANIC,128,78,5
JOSHUA,MALE,WHITE NON HISPANIC,89,159,37
JOSHUA,MALE,ASIAN AND PACIFIC ISLANDER,36,485,31
JOSIAH,MALE,BLACK NON HISPANIC,121,92,7
JOSIAH,MALE,HISPANIC,50,341,58
JOSUE,MALE,HISPANIC,35,516,69
JUAN,MALE,HISPANIC,99,132,35
JUDAH,MALE,WHITE NON HISPANIC,34,536,73
JUDE,MALE,WHITE NON HISPANIC,13,1543,94
JULIAN,MALE,HISPANIC,99,133,35
JULIAN,MALE,WHITE NON HISPANIC,79,184,40
JULIAN,MALE,BLACK NON HISPANIC,19,1029,55
JULIAN,MALE,ASIAN AND PACIFIC ISLANDER,11,1683,55
JULIEN,MALE,HISPANIC,14,1424,90
JULIO,MALE,HISPANIC,27,712,77
JULIUS,MALE,HISPANIC,26,749,78
JUNIOR,MALE,HISPANIC,18,1101,86
JUSTICE,MALE,BLACK NON HISPANIC,11,1696,63
JUSTIN,MALE,HISPANIC,310,3,2
JUSTIN,MALE,ASIAN AND PACIFIC ISLANDER,110,105,4
JUSTIN,MALE,BLACK NON HISPANIC,85,166,14
JUSTIN,MALE,WHITE NON HISPANIC,46,373,62
KACPER,MALE,WHITE NON HISPANIC,11,1783,96
KADEN,MALE,BLACK NON HISPANIC,22,883,52
KADEN,MALE,HISPANIC,13,1531,91
KAI,MALE,WHITE NON HISPANIC,15,1334,92
KAI,MALE,BLACK NON HISPANIC,14,1373,60
KAI,MALE,ASIAN AND PACIFIC ISLANDER,12,1579,54
KAIDEN,MALE,BLACK NON HISPANIC,28,670,46
KALEB,MALE,BLACK NON HISPANIC,18,1082,56
KAMARI,MALE,BLACK NON HISPANIC,17,1128,57
KAMERON,MALE,BLACK NON HISPANIC,14,1374,60
KAYDEN,MALE,BLACK NON HISPANIC,37,473,37
KAYDEN,MALE,HISPANIC,25,789,79
KEITH,MALE,BLACK NON HISPANIC,12,1592,62
KELVIN,MALE,HISPANIC,22,908,82
KENNETH,MALE,HISPANIC,33,557,71
KENNETH,MALE,BLACK NON HISPANIC,16,1190,58
KENNETH,MALE,WHITE NON HISPANIC,10,1950,97
KENNY,MALE,HISPANIC,20,1003,84
KEVIN,MALE,HISPANIC,183,35,14
KEVIN,MALE,ASIAN AND PACIFIC ISLANDER,92,149,8
KEVIN,MALE,WHITE NON HISPANIC,29,659,78
KEVIN,MALE,BLACK NON HISPANIC,28,671,46
KHALIL,MALE,BLACK NON HISPANIC,19,1030,55
KIERAN,MALE,WHITE NON HISPANIC,13,1544,94
KING,MALE,BLACK NON HISPANIC,14,1375,60
KINGSLEY,MALE,ASIAN AND PACIFIC ISLANDER,36,486,31
KIYAN,MALE,BLACK NON HISPANIC,12,1593,62
KYLE,MALE,ASIAN AND PACIFIC ISLANDER,45,376,24
KYLE,MALE,BLACK NON HISPANIC,40,425,34
KYLE,MALE,WHITE NON HISPANIC,24,829,83
KYMANI,MALE,BLACK NON HISPANIC,19,1031,55
LAMAR,MALE,BLACK NON HISPANIC,15,1282,59
LANDON,MALE,HISPANIC,19,1051,85
LANDON,MALE,WHITE NON HISPANIC,13,1545,94
LANDON,MALE,BLACK NON HISPANIC,11,1697,63
LARRY,MALE,HISPANIC,10,1931,94
LAWRENCE,MALE,ASIAN AND PACIFIC ISLANDER,14,1359,52
LAZER,MALE,WHITE NON HISPANIC,20,1008,87
LEANDRO,MALE,HISPANIC,16,1227,88
LEO,MALE,WHITE NON HISPANIC,85,169,39
LEO,MALE,ASIAN AND PACIFIC ISLANDER,40,424,27
LEO,MALE,HISPANIC,11,1770,93
LEON,MALE,WHITE NON HISPANIC,20,1009,87
LEON,MALE,ASIAN AND PACIFIC ISLANDER,17,1125,49
LEONARDO,MALE,HISPANIC,55,292,54
LEONARDO,MALE,WHITE NON HISPANIC,29,660,78
LEONEL,MALE,HISPANIC,12,1642,92
LEV,MALE,WHITE NON HISPANIC,10,1951,97
LEVI,MALE,WHITE NON HISPANIC,40,431,67
LEVI,MALE,BLACK NON HISPANIC,15,1283,59
LIAM,MALE,WHITE NON HISPANIC,131,74,20
LIAM,MALE,HISPANIC,103,119,32
LIAM,MALE,BLACK NON HISPANIC,61,261,24
LIAM,MALE,ASIAN AND PACIFIC ISLANDER,25,769,41
LIPA,MALE,WHITE NON HISPANIC,19,1060,88
LOGAN,MALE,WHITE NON HISPANIC,67,235,49
LOGAN,MALE,HISPANIC,45,381,61
LOGAN,MALE,BLACK NON HISPANIC,25,772,49
LOGAN,MALE,ASIAN AND PACIFIC ISLANDER,19,1024,47
LORENZO,MALE,WHITE NON HISPANIC,22,911,85
LORENZO,MALE,HISPANIC,14,1425,90
LOUIS,MALE,WHITE NON HISPANIC,23,865,84
LOUIS,MALE,HISPANIC,14,1426,90
LOUIS,MALE,ASIAN AND PACIFIC ISLANDER,10,1833,56
LUCA,MALE,WHITE NON HISPANIC,71,215,46
LUCAS,MALE,WHITE NON HISPANIC,128,79,22
LUCAS,MALE,HISPANIC,122,90,26
LUCAS,MALE,ASIAN AND PACIFIC ISLANDER,103,115,5
LUCAS,MALE,BLACK NON HISPANIC,12,1594,62
LUIS,MALE,HISPANIC,131,75,24
LUKA,MALE,WHITE NON HISPANIC,21,956,86
LUKAS,MALE,WHITE NON HISPANIC,16,1242,91
LUKAS,MALE,HISPANIC,11,1771,93
LUKE,MALE,WHITE NON HISPANIC,101,125,29
LUKE,MALE,HISPANIC,17,1157,87
LUKE,MALE,ASIAN AND PACIFIC ISLANDER,11,1684,55
MAKAI,MALE,BLACK NON HISPANIC,10,1855,64
MAKSIM,MALE,WHITE NON HISPANIC,11,1784,96
MALACHI,MALE,BLACK NON HISPANIC,72,205,21
MALCOLM,MALE,BLACK NON HISPANIC,11,1698,63
MALIK,MALE,BLACK NON HISPANIC,24,808,50
MAMADOU,MALE,BLACK NON HISPANIC,27,699,47
MANUEL,MALE,HISPANIC,31,606,73
MARC,MALE,WHITE NON HISPANIC,16,1243,91
MARC,MALE,BLACK NON HISPANIC,11,1699,63
MARCO,MALE,HISPANIC,22,909,82
MARCO,MALE,WHITE NON HISPANIC,16,1244,91
MARCOS,MALE,HISPANIC,29,654,75
MARCUS,MALE,HISPANIC,33,558,71
MARCUS,MALE,BLACK NON HISPANIC,24,809,50
MARCUS,MALE,ASIAN AND PACIFIC ISLANDER,20,977,46
MARCUS,MALE,WHITE NON HISPANIC,14,1437,93
MARIO,MALE,HISPANIC,23,861,81
MARK,MALE,WHITE NON HISPANIC,70,222,47
MARK,MALE,HISPANIC,19,1052,85
MARLON,MALE,HISPANIC,10,1932,94
MARQUIS,MALE,BLACK NON HISPANIC,10,1856,64
MARTIN,MALE,WHITE NON HISPANIC,21,957,86
MARTIN,MALE,HISPANIC,16,1228,88
MARTIN,MALE,ASIAN AND PACIFIC ISLANDER,14,1360,52
MARVIN,MALE,HISPANIC,16,1229,88
MASON,MALE,HISPANIC,173,46,17
MASON,MALE,BLACK NON HISPANIC,83,173,16
MASON,MALE,WHITE NON HISPANIC,75,196,44
MASON,MALE,ASIAN AND PACIFIC ISLANDER,34,524,33
MATEO,MALE,HISPANIC,44,388,62
MATEO,MALE,WHITE NON HISPANIC,17,1162,90
MATHEW,MALE,HISPANIC,19,1053,85
MATIAS,MALE,HISPANIC,20,1004,84
MATTEO,MALE,WHITE NON HISPANIC,30,634,77
MATTHEW,MALE,HISPANIC,276,7,4
MATTHEW,MALE,WHITE NON HISPANIC,189,27,9
MATTHEW,MALE,ASIAN AND PACIFIC ISLANDER,74,198,12
MATTHEW,MALE,BLACK NON HISPANIC,59,274,25
MAURICE,MALE,BLACK NON HISPANIC,16,1191,58
MAURICIO,MALE,HISPANIC,12,1643,92
MAX,MALE,WHITE NON HISPANIC,95,141,34
MAX,MALE,HISPANIC,33,559,71
MAX,MALE,ASIAN AND PACIFIC ISLANDER,14,1361,52
MAXIM,MALE,WHITE NON HISPANIC,27,717,80
MAXIMILIAN,MALE,WHITE NON HISPANIC,29,661,78
MAXIMILIANO,MALE,HISPANIC,13,1532,91
MAXIMO,MALE,HISPANIC,12,1644,92
MAXIMUS,MALE,HISPANIC,15,1325,89
MAXIMUS,MALE,WHITE NON HISPANIC,14,1438,93
MAXWELL,MALE,WHITE NON HISPANIC,38,468,69
MAYER,MALE,WHITE NON HISPANIC,24,830,83
MEILECH,MALE,WHITE NON HISPANIC,11,1785,96
MEIR,MALE,WHITE NON HISPANIC,47,360,61
MEKHI,MALE,BLACK NON HISPANIC,33,542,41
MELVIN,MALE,HISPANIC,12,1645,92
MENACHEM,MALE,WHITE NON HISPANIC,103,118,27
MENASHE,MALE,WHITE NON HISPANIC,11,1786,96
MENDEL,MALE,WHITE NON HISPANIC,36,497,71
MENDY,MALE,WHITE NON HISPANIC,11,1787,96
MESSIAH,MALE,BLACK NON HISPANIC,23,843,51
MICAH,MALE,BLACK NON HISPANIC,29,639,45
MICAH,MALE,WHITE NON HISPANIC,12,1655,95
MICHAEL,MALE,WHITE NON HISPANIC,292,5,1
MICHAEL,MALE,HISPANIC,174,44,16
MICHAEL,MALE,BLACK NON HISPANIC,93,146,10
MICHAEL,MALE,ASIAN AND PACIFIC ISLANDER,38,452,29
MIGUEL,MALE,HISPANIC,101,126,34
MIKE,MALE,HISPANIC,17,1158,87
MILES,MALE,WHITE NON HISPANIC,46,374,62
MILES,MALE,ASIAN AND PACIFIC ISLANDER,10,1834,56
MILES,MALE,BLACK NON HISPANIC,10,1857,64
MILO,MALE,WHITE NON HISPANIC,20,1010,87
MOHAMED,MALE,WHITE NON HISPANIC,38,469,69
MOHAMED,MALE,BLACK NON HISPANIC,37,474,37
MOHAMED,MALE,ASIAN AND PACIFIC ISLANDER,13,1479,53
MOHAMMAD,MALE,ASIAN AND PACIFIC ISLANDER,46,365,23
MOHAMMED,MALE,ASIAN AND PACIFIC ISLANDER,41,409,26
MOHAMMED,MALE,BLACK NON HISPANIC,23,844,51
MOHAMMED,MALE,WHITE NON HISPANIC,10,1952,97
MOISES,MALE,HISPANIC,18,1102,86
MOISHE,MALE,WHITE NON HISPANIC,18,1105,89
MORDECHAI,MALE,WHITE NON HISPANIC,76,193,43
MORRIS,MALE,WHITE NON HISPANIC,11,1788,96
MOSES,MALE,WHITE NON HISPANIC,31,609,76
MOSHE,MALE,WHITE NON HISPANIC,224,16,6
MOUSSA,MALE,BLACK NON HISPANIC,11,1700,63
MUHAMMAD,MALE,ASIAN AND PACIFIC ISLANDER,76,191,11
MYLES,MALE,BLACK NON HISPANIC,15,1284,59
NAFTALI,MALE,WHITE NON HISPANIC,18,1106,89
NAFTULI,MALE,WHITE NON HISPANIC,18,1107,89
NANA,MALE,BLACK NON HISPANIC,10,1858,64
NASIR,MALE,BLACK NON HISPANIC,33,543,41
NATHAN,MALE,WHITE NON HISPANIC,71,216,46
NATHAN,MALE,HISPANIC,47,359,60
NATHAN,MALE,ASIAN AND PACIFIC ISLANDER,41,410,26
NATHAN,MALE,BLACK NON HISPANIC,32,574,42
NATHANIEL,MALE,BLACK NON HISPANIC,64,248,23
NATHANIEL,MALE,HISPANIC,63,257,49
NATHANIEL,MALE,WHITE NON HISPANIC,46,375,62
NATHANIEL,MALE,ASIAN AND PACIFIC ISLANDER,16,1182,50
NEHEMIAH,MALE,BLACK NON HISPANIC,13,1486,61
NELSON,MALE,HISPANIC,16,1230,88
NELSON,MALE,ASIAN AND PACIFIC ISLANDER,12,1580,54
NICHOLAS,MALE,WHITE NON HISPANIC,153,62,15
NICHOLAS,MALE,HISPANIC,103,120,32
NICHOLAS,MALE,BLACK NON HISPANIC,31,597,43
NICHOLAS,MALE,ASIAN AND PACIFIC ISLANDER,26,728,40
NICO,MALE,WHITE NON HISPANIC,13,1546,94
NICOLAS,MALE,HISPANIC,53,307,56
NICOLAS,MALE,WHITE NON HISPANIC,28,687,79
NICOLAS,MALE,BLACK NON HISPANIC,11,1701,63
NIGEL,MALE,BLACK NON HISPANIC,10,1859,64
NIKOLAS,MALE,WHITE NON HISPANIC,10,1953,97
NOAH,MALE,HISPANIC,157,59,19
NOAH,MALE,WHITE NON HISPANIC,99,130,31
NOAH,MALE,BLACK NON HISPANIC,91,155,11
NOAH,MALE,ASIAN AND PACIFIC ISLANDER,19,1025,47
NOAM,MALE,WHITE NON HISPANIC,11,1789,96
NOEL,MALE,HISPANIC,24,824,80
NOLAN,MALE,WHITE NON HISPANIC,11,1790,96
NOSSON,MALE,WHITE NON HISPANIC,10,1954,97
OLIVER,MALE,WHITE NON HISPANIC,100,129,30
OLIVER,MALE,HISPANIC,42,407,64
OLIVER,MALE,ASIAN AND PACIFIC ISLANDER,10,1835,56
OMAR,MALE,HISPANIC,39,444,65
OMAR,MALE,WHITE NON HISPANIC,33,563,74
OMAR,MALE,BLACK NON HISPANIC,14,1376,60
OMARI,MALE,BLACK NON HISPANIC,19,1032,55
OSCAR,MALE,WHITE NON HISPANIC,30,635,77
OSCAR,MALE,HISPANIC,27,713,77
OSCAR,MALE,ASIAN AND PACIFIC ISLANDER,25,770,41
OUSMANE,MALE,BLACK NON HISPANIC,14,1377,60
OWEN,MALE,WHITE NON HISPANIC,65,246,51
OWEN,MALE,ASIAN AND PACIFIC ISLANDER,27,697,39
OWEN,MALE,HISPANIC,12,1646,92
PABLO,MALE,HISPANIC,25,790,79
PARKER,MALE,WHITE NON HISPANIC,16,1245,91
PATRICK,MALE,WHITE NON HISPANIC,56,287,56
PATRICK,MALE,ASIAN AND PACIFIC ISLANDER,14,1362,52
PATRICK,MALE,BLACK NON HISPANIC,14,1378,60
PATRICK,MALE,HISPANIC,12,1647,92
PAUL,MALE,WHITE NON HISPANIC,26,753,81
PAUL,MALE,HISPANIC,16,1231,88
PEDRO,MALE,HISPANIC,29,655,75
PETER,MALE,WHITE NON HISPANIC,52,321,59
PETER,MALE,HISPANIC,15,1326,89
PETER,MALE,ASIAN AND PACIFIC ISLANDER,11,1685,55
PHILIP,MALE,WHITE NON HISPANIC,26,754,81
PINCHAS,MALE,WHITE NON HISPANIC,15,1335,92
PINCHUS,MALE,WHITE NON HISPANIC,13,1547,94
PRESTON,MALE,BLACK NON HISPANIC,19,1033,55
PRESTON,MALE,HISPANIC,14,1427,90
PRINCE,MALE,BLACK NON HISPANIC,32,575,42
PRINCE,MALE,HISPANIC,14,1428,90
QUINCY,MALE,BLACK NON HISPANIC,10,1860,64
QUINN,MALE,WHITE NON HISPANIC,13,1548,94
RAFAEL,MALE,HISPANIC,31,607,73
RAFAEL,MALE,WHITE NON HISPANIC,27,718,80
RANDY,MALE,HISPANIC,48,348,59
RAPHAEL,MALE,WHITE NON HISPANIC,21,958,86
RAYAN,MALE,WHITE NON HISPANIC,16,1246,91
RAYAN,MALE,ASIAN AND PACIFIC ISLANDER,10,1836,56
RAYMOND,MALE,ASIAN AND PACIFIC ISLANDER,27,698,39
RAYMOND,MALE,HISPANIC,24,825,80
REED,MALE,WHITE NON HISPANIC,10,1955,97
REID,MALE,WHITE NON HISPANIC,13,1549,94
RICARDO,MALE,HISPANIC,25,791,79
RICARDO,MALE,BLACK NON HISPANIC,10,1861,64
RICHARD,MALE,HISPANIC,38,465,66
RICHARD,MALE,ASIAN AND PACIFIC ISLANDER,26,729,40
RICHARD,MALE,WHITE NON HISPANIC,26,755,81
RICHARD,MALE,BLACK NON HISPANIC,15,1285,59
RICKY,MALE,ASIAN AND PACIFIC ISLANDER,16,1183,50
RILEY,MALE,HISPANIC,18,1103,86
RILEY,MALE,WHITE NON HISPANIC,14,1439,93
ROBERT,MALE,WHITE NON HISPANIC,69,226,48
ROBERT,MALE,HISPANIC,35,517,69
ROBERT,MALE,BLACK NON HISPANIC,29,640,45
ROBERTO,MALE,HISPANIC,11,1772,93
ROCCO,MALE,WHITE NON HISPANIC,19,1061,88
RODNEY,MALE,BLACK NON HISPANIC,10,1862,64
RODRIGO,MALE,HISPANIC,15,1327,89
ROGER,MALE,HISPANIC,11,1773,93
ROHAN,MALE,ASIAN AND PACIFIC ISLANDER,15,1274,51
ROMAN,MALE,WHITE NON HISPANIC,12,1656,95
ROMEO,MALE,HISPANIC,14,1429,90
ROWAN,MALE,WHITE NON HISPANIC,12,1657,95
ROYCE,MALE,HISPANIC,11,1774,93
RUBEN,MALE,HISPANIC,19,1054,85
RYAN,MALE,ASIAN AND PACIFIC ISLANDER,150,64,3
RYAN,MALE,WHITE NON HISPANIC,126,84,24
RYAN,MALE,HISPANIC,122,91,26
RYAN,MALE,BLACK NON HISPANIC,41,412,33
RYDER,MALE,WHITE NON HISPANIC,16,1247,91
SALVATORE,MALE,WHITE NON HISPANIC,36,498,71
SAM,MALE,WHITE NON HISPANIC,35,522,72
SAMIR,MALE,WHITE NON HISPANIC,10,1956,97
SAMUEL,MALE,WHITE NON HISPANIC,181,37,11
SAMUEL,MALE,HISPANIC,74,200,41
SAMUEL,MALE,ASIAN AND PACIFIC ISLANDER,30,615,36
SAMUEL,MALE,BLACK NON HISPANIC,30,616,44
SANTIAGO,MALE,HISPANIC,50,342,58
SANTINO,MALE,WHITE NON HISPANIC,11,1791,96
SEAN,MALE,WHITE NON HISPANIC,36,499,71
SEAN,MALE,HISPANIC,30,628,74
SEAN,MALE,BLACK NON HISPANIC,29,641,45
SEAN,MALE,ASIAN AND PACIFIC ISLANDER,14,1363,52
SEBASTIAN,MALE,HISPANIC,183,36,14
SEBASTIAN,MALE,WHITE NON HISPANIC,71,217,46
SEBASTIAN,MALE,ASIAN AND PACIFIC ISLANDER,14,1364,52
SEBASTIAN,MALE,BLACK NON HISPANIC,11,1702,63
SEKOU,MALE,BLACK NON HISPANIC,15,1286,59
SERGIO,MALE,HISPANIC,13,1533,91
SETH,MALE,BLACK NON HISPANIC,12,1595,62
SHALOM,MALE,WHITE NON HISPANIC,11,1792,96
SHANE,MALE,WHITE NON HISPANIC,21,959,86
SHANE,MALE,HISPANIC,10,1933,94
SHAUL,MALE,WHITE NON HISPANIC,10,1957,97
SHAWN,MALE,BLACK NON HISPANIC,18,1083,56
SHAWN,MALE,HISPANIC,15,1328,89
SHAWN,MALE,ASIAN AND PACIFIC ISLANDER,10,1837,56
SHAYA,MALE,WHITE NON HISPANIC,26,756,81
SHEA,MALE,WHITE NON HISPANIC,16,1248,91
SHIA,MALE,WHITE NON HISPANIC,30,636,77
SHIMON,MALE,WHITE NON HISPANIC,94,144,35
SHLOIME,MALE,WHITE NON HISPANIC,15,1336,92
SHLOIMY,MALE,WHITE NON HISPANIC,13,1550,94
SHLOME,MALE,WHITE NON HISPANIC,17,1163,90
SHLOMO,MALE,WHITE NON HISPANIC,61,264,53
SHMIEL,MALE,WHITE NON HISPANIC,17,1164,90
SHMUEL,MALE,WHITE NON HISPANIC,44,390,64
SHNEUR,MALE,WHITE NON HISPANIC,11,1793,96
SHOLOM,MALE,WHITE NON HISPANIC,21,960,86
SHULEM,MALE,WHITE NON HISPANIC,42,408,65
SIDNEY,MALE,WHITE NON HISPANIC,10,1958,97
SILAS,MALE,WHITE NON HISPANIC,10,1959,97
SIMCHA,MALE,WHITE NON HISPANIC,32,590,75
SIMON,MALE,WHITE NON HISPANIC,47,361,61
SIMON,MALE,ASIAN AND PACIFIC ISLANDER,14,1365,52
SINCERE,MALE,BLACK NON HISPANIC,24,810,50
SOLOMON,MALE,WHITE NON HISPANIC,48,351,60
SPENCER,MALE,WHITE NON HISPANIC,15,1337,92
STANLEY,MALE,ASIAN AND PACIFIC ISLANDER,23,841,43
STEPHEN,MALE,BLACK NON HISPANIC,10,1863,64
STEPHEN,MALE,HISPANIC,10,1934,94
STEPHEN,MALE,WHITE NON HISPANIC,10,1960,97
STEVE,MALE,HISPANIC,10,1935,94
STEVEN,MALE,HISPANIC,104,114,31
STEVEN,MALE,ASIAN AND PACIFIC ISLANDER,35,506,32
STEVEN,MALE,WHITE NON HISPANIC,32,591,75
STEVEN,MALE,BLACK NON HISPANIC,12,1596,62
SYED,MALE,ASIAN AND PACIFIC ISLANDER,16,1184,50
TAYLOR,MALE,HISPANIC,10,1936,94
TENZIN,MALE,ASIAN AND PACIFIC ISLANDER,24,806,42
TERRELL,MALE,BLACK NON HISPANIC,10,1864,64
TERRENCE,MALE,BLACK NON HISPANIC,11,1703,63
TERRY,MALE,ASIAN AND PACIFIC ISLANDER,11,1686,55
THEODORE,MALE,WHITE NON HISPANIC,53,311,58
THOMAS,MALE,WHITE NON HISPANIC,121,93,25
THOMAS,MALE,HISPANIC,26,750,78
THOMAS,MALE,ASIAN AND PACIFIC ISLANDER,18,1077,48
TIMOTHY,MALE,WHITE NON HISPANIC,24,831,83
TIMOTHY,MALE,ASIAN AND PACIFIC ISLANDER,16,1185,50
TIMOTHY,MALE,HISPANIC,16,1232,88
TIMOTHY,MALE,BLACK NON HISPANIC,14,1379,60
TOMAS,MALE,HISPANIC,10,1937,94
TONY,MALE,ASIAN AND PACIFIC ISLANDER,16,1186,50
TRAVIS,MALE,BLACK NON HISPANIC,17,1129,57
TRAVIS,MALE,HISPANIC,13,1534,91
TRAVIS,MALE,ASIAN AND PACIFIC ISLANDER,11,1687,55
TRISTAN,MALE,BLACK NON HISPANIC,58,279,26
TRISTAN,MALE,HISPANIC,34,534,70
TRISTAN,MALE,WHITE NON HISPANIC,24,832,83
TROY,MALE,BLACK NON HISPANIC,13,1487,61
TYLER,MALE,BLACK NON HISPANIC,101,124,9
TYLER,MALE,WHITE NON HISPANIC,61,265,53
TYLER,MALE,HISPANIC,48,349,59
TYLER,MALE,ASIAN AND PACIFIC ISLANDER,31,596,35
TZVI,MALE,WHITE NON HISPANIC,41,420,66
URIEL,MALE,HISPANIC,21,948,83
USHER,MALE,WHITE NON HISPANIC,29,662,78
VICTOR,MALE,HISPANIC,48,350,59
VICTOR,MALE,WHITE NON HISPANIC,34,537,73
VICTOR,MALE,ASIAN AND PACIFIC ISLANDER,17,1126,49
VICTOR,MALE,BLACK NON HISPANIC,12,1597,62
VINCENT,MALE,ASIAN AND PACIFIC ISLANDER,71,210,13
VINCENT,MALE,WHITE NON HISPANIC,64,251,52
VINCENT,MALE,HISPANIC,17,1159,87
VINCENZO,MALE,WHITE NON HISPANIC,13,1551,94
WESLEY,MALE,WHITE NON HISPANIC,10,1961,97
WILLIAM,MALE,WHITE NON HISPANIC,170,50,13
WILLIAM,MALE,HISPANIC,98,135,36
WILLIAM,MALE,ASIAN AND PACIFIC ISLANDER,66,237,15
WILLIAM,MALE,BLACK NON HISPANIC,27,700,47
WILSON,MALE,ASIAN AND PACIFIC ISLANDER,23,842,43
WILSON,MALE,HISPANIC,11,1775,93
WYATT,MALE,WHITE NON HISPANIC,25,795,82
XAVIER,MALE,HISPANIC,92,153,38
XAVIER,MALE,BLACK NON HISPANIC,58,280,26
XAVIER,MALE,WHITE NON HISPANIC,18,1108,89
XAVIER,MALE,ASIAN AND PACIFIC ISLANDER,10,1838,56
YAAKOV,MALE,WHITE NON HISPANIC,45,382,63
YADIEL,MALE,HISPANIC,25,792,79
YAHIR,MALE,HISPANIC,16,1233,88
YAIR,MALE,HISPANIC,10,1938,94
YAKOV,MALE,WHITE NON HISPANIC,60,273,54
YANDEL,MALE,HISPANIC,12,1648,92
YANIEL,MALE,HISPANIC,10,1939,94
YARIEL,MALE,HISPANIC,12,1649,92
YASEEN,MALE,WHITE NON HISPANIC,11,1794,96
YECHEZKEL,MALE,WHITE NON HISPANIC,11,1795,96
YECHIEL,MALE,WHITE NON HISPANIC,27,719,80
YEHOSHUA,MALE,WHITE NON HISPANIC,22,912,85
YEHUDA,MALE,WHITE NON HISPANIC,74,201,45
YEHUDAH,MALE,WHITE NON HISPANIC,10,1962,97
YERIK,MALE,HISPANIC,13,1535,91
YIDA,MALE,WHITE NON HISPANIC,13,1552,94
YIDEL,MALE,WHITE NON HISPANIC,11,1796,96
YISRAEL,MALE,WHITE NON HISPANIC,14,1440,93
YISROEL,MALE,WHITE NON HISPANIC,75,197,44
YITZCHAK,MALE,WHITE NON HISPANIC,17,1165,90
YITZCHOK,MALE,WHITE NON HISPANIC,56,288,56
YOEL,MALE,WHITE NON HISPANIC,20,1011,87
YONAH,MALE,WHITE NON HISPANIC,10,1963,97
YOSEF,MALE,WHITE NON HISPANIC,102,122,28
YOUSEF,MALE,WHITE NON HISPANIC,12,1658,95
YOUSSEF,MALE,WHITE NON HISPANIC,11,1797,96
ZACHARY,MALE,WHITE NON HISPANIC,86,164,38
ZACHARY,MALE,BLACK NON HISPANIC,22,884,52
ZACHARY,MALE,HISPANIC,16,1234,88
ZACHARY,MALE,ASIAN AND PACIFIC ISLANDER,12,1581,54
ZAIN,MALE,ASIAN AND PACIFIC ISLANDER,12,1582,54
ZAIRE,MALE,BLACK NON HISPANIC,19,1034,55
ZALMEN,MALE,WHITE NON HISPANIC,14,1441,93
ZAYAN,MALE,ASIAN AND PACIFIC ISLANDER,10,1839,56
ZEV,MALE,WHITE NON HISPANIC,47,362,61
ZION,MALE,BLACK NON HISPANIC,35,511,39
ZION,MALE,HISPANIC,13,1536,91
ZYAIRE,MALE,BLACK NON HISPANIC,14,1380,60
