LOGAN,MALE,BLACK NON HISPANIC,25,772,49,0.00731,7.31422
AMBER,FEMALE,HISPANIC,25,773,63,0.00731,7.31422
AUBREY,FEMALE,HISPANIC,25,774,63,0.00731,7.31422
FAITH,FEMALE,HISPANIC,25,775,63,0.00731,7.31422
KARLA,FEMALE,HISPANIC,25,776,63,0.00731,7.31422
LUZ,FEMALE,HISPANIC,25,777,63,0.00731,7.31422
RACHEL,FEMALE,HISPANIC,25,778,63,0.00731,7.31422
SABRINA,FEMALE,HISPANIC,25,779,63,0.00731,7.31422
ELIZA,FEMALE,WHITE NON HISPANIC,25,780,66,0.00731,7.31422
ISABELLE,FEMALE,WHITE NON HISPANIC,25,781,66,0.00731,7.31422
MARGARET,FEMALE,WHITE NON HISPANIC,25,782,66,0.00731,7.31422
NECHAMA,FEMALE,WHITE NON HISPANIC,25,783,66,0.00731,7.31422
TAYLOR,FEMALE,WHITE NON HISPANIC,25,784,66,0.00731,7.31422
YIDES,FEMALE,WHITE NON HISPANIC,25,785,66,0.00731,7.31422
ZISSY,FEMALE,WHITE NON HISPANIC,25,786,66,0.00731,7.31422
DEVIN,MALE,HISPANIC,25,787,79,0.00731,7.31422
JARIEL,MALE,HISPANIC,25,788,79,0.00731,7.31422
KAYDEN,MALE,HISPANIC,25,789,79,0.00731,7.31422
PABLO,MALE,HISPANIC,25,790,79,0.00731,7.31422
RICARDO,MALE,HISPANIC,25,791,79,0.00731,7.31422
YADIEL,MALE,HISPANIC,25,792,79,0.00731,7.31422
CHASE,MALE,WHITE NON HISPANIC,25,793,82,0.00731,7.31422
EFRAIM,MALE,WHITE NON HISPANIC,25,794,82,0.00731,7.31422
WYATT,MALE,WHITE NON HISPANIC,25,795,82,0.00731,7.31422
NOAH,MALE,WHITE NON HISPANIC,99,130,31,0.00728,7.28048
GITTY,FEMALE,WHITE NON HISPANIC,82,176,27,0.00727,7.26950
AMAYA,FEMALE,BLACK NON HISPANIC,32,565,23,0.00726,7.26282
ARIEL,FEMALE,BLACK NON HISPANIC,32,566,23,0.00726,7.26282
HEAVEN,FEMALE,BLACK NON HISPANIC,32,567,23,0.00726,7.26282
JASMINE,FEMALE,BLACK NON HISPANIC,32,568,23,0.00726,7.26282
MARIAM,FEMALE,BLACK NON HISPANIC,32,569,23,0.00726,7.26282
MYA,FEMALE,BLACK NON HISPANIC,32,570,23,0.00726,7.26282
PARIS,FEMALE,BLACK NON HISPANIC,32,571,23,0.00726,7.26282
NATHAN,MALE,BLACK NON HISPANIC,32,574,42,0.00726,7.26282
PRINCE,MALE,BLACK NON HISPANIC,32,575,42,0.00726,7.26282
ALISON,FEMALE,HISPANIC,32,576,56,0.00726,7.26282
BRIANA,FEMALE,HISPANIC,32,577,56,0.00726,7.26282
ELLA,FEMALE,HISPANIC,32,578,56,0.00726,7.26282
MAKAYLA,FEMALE,HISPANIC,32,579,56,0.00726,7.26282
NEVAEH,FEMALE,HISPANIC,32,580,56,0.00726,7.26282
ADAM,MALE,HISPANIC,32,584,72,0.00726,7.26282
ANTONIO,MALE,HISPANIC,32,585,72,0.00726,7.26282
FRANCISCO,MALE,HISPANIC,32,586,72,0.00726,7.26282
AARON,MALE,HISPANIC,102,123,33,0.00726,7.25514
MIGUEL,MALE,HISPANIC,101,126,34,0.00718,7.18401
LILY,FEMALE,WHITE NON HISPANIC,81,179,28,0.00718,7.18085
ZOE,FEMALE,WHITE NON HISPANIC,81,180,28,0.00718,7.18085
CALEB,MALE,BLACK NON HISPANIC,44,384,31,0.00717,7.17196
JASON,MALE,BLACK NON HISPANIC,44,385,31,0.00717,7.17196
ELI,MALE,WHITE NON HISPANIC,97,136,32,0.00713,7.13340
GABRIEL,MALE,WHITE NON HISPANIC,96,138,33,0.00706,7.05986
BRYAN,MALE,HISPANIC,99,131,35,0.00704,7.04175
JUAN,MALE,HISPANIC,99,132,35,0.00704,7.04175
JULIAN,MALE,HISPANIC,99,133,35,0.00704,7.04175
HAILEY,FEMALE,BLACK NON HISPANIC,31,593,24,0.00704,7.03586
MORGAN,FEMALE,BLACK NON HISPANIC,31,594,24,0.00704,7.03586
NICHOLAS,MALE,BLACK NON HISPANIC,31,597,43,0.00704,7.03586
AMAYA,FEMALE,HISPANIC,31,598,57,0.00704,7.03586
KAITLYN,FEMALE,HISPANIC,31,599,57,0.00704,7.03586
DANNY,MALE,HISPANIC,31,603,73,0.00704,7.03586
DARIEL,MALE,HISPANIC,31,604,73,0.00704,7.03586
HECTOR,MALE,HISPANIC,31,605,73,0.00704,7.03586
MANUEL,MALE,HISPANIC,31,606,73,0.00704,7.03586
RAFAEL,MALE,HISPANIC,31,607,73,0.00704,7.03586
ABIGAIL,FEMALE,ASIAN AND PACIFIC ISLANDER,24,796,24,0.00702,7.02165
AMY,FEMALE,ASIAN AND PACIFIC ISLANDER,24,797,24,0.00702,7.02165
FATIMA,FEMALE,ASIAN AND PACIFIC ISLANDER,24,798,24,0.00702,7.02165
JULIA,FEMALE,ASIAN AND PACIFIC ISLANDER,24,799,24,0.00702,7.02165
SARA,FEMALE,ASIAN AND PACIFIC ISLANDER,24,800,24,0.00702,7.02165
FATIMA,FEMALE,BLACK NON HISPANIC,24,801,31,0.00702,7.02165
GABRIELLA,FEMALE,BLACK NON HISPANIC,24,802,31,0.00702,7.02165
HANNAH,FEMALE,BLACK NON HISPANIC,24,803,31,0.00702,7.02165
SYDNEY,FEMALE,BLACK NON HISPANIC,24,804,31,0.00702,7.02165
AYDEN,MALE,ASIAN AND PACIFIC ISLANDER,24,805,42,0.00702,7.02165
TENZIN,MALE,ASIAN AND PACIFIC ISLANDER,24,806,42,0.00702,7.02165
DEVIN,MALE,BLACK NON HISPANIC,24,807,50,0.00702,7.02165
MALIK,MALE,BLACK NON HISPANIC,24,808,50,0.00702,7.02165
MARCUS,MALE,BLACK NON HISPANIC,24,809,50,0.00702,7.02165
SINCERE,MALE,BLACK NON HISPANIC,24,810,50,0.00702,7.02165
ALICIA,FEMALE,HISPANIC,24,811,64,0.00702,7.02165
BIANCA,FEMALE,HISPANIC,24,812,64,0.00702,7.02165
JAZMIN,FEMALE,HISPANIC,24,813,64,0.00702,7.02165
LUNA,FEMALE,HISPANIC,24,814,64,0.00702,7.02165
SARAI,FEMALE,HISPANIC,24,815,64,0.00702,7.02165
TIFFANY,FEMALE,HISPANIC,24,816,64,0.00702,7.02165
BRACHA,FEMALE,WHITE NON HISPANIC,24,817,67,0.00702,7.02165
EDEN,FEMALE,WHITE NON HISPANIC,24,818,67,0.00702,7.02165
ELOISE,FEMALE,WHITE NON HISPANIC,24,819,67,0.00702,7.02165
MADELEINE,FEMALE,WHITE NON HISPANIC,24,820,67,0.00702,7.02165
MINDY,FEMALE,WHITE NON HISPANIC,24,821,67,0.00702,7.02165
BRADLEY,MALE,HISPANIC,24,822,80,0.00702,7.02165
JAYSON,MALE,HISPANIC,24,823,80,0.00702,7.02165
NOEL,MALE,HISPANIC,24,824,80,0.00702,7.02165
RAYMOND,MALE,HISPANIC,24,825,80,0.00702,7.02165
ARYEH,MALE,WHITE NON HISPANIC,24,826,83,0.00702,7.02165
DEAN,MALE,WHITE NON HISPANIC,24,827,83,0.00702,7.02165
HERSHEL,MALE,WHITE NON HISPANIC,24,828,83,0.00702,7.02165
KYLE,MALE,WHITE NON HISPANIC,24,829,83,0.00702,7.02165
MAYER,MALE,WHITE NON HISPANIC,24,830,83,0.00702,7.02165
TIMOTHY,MALE,WHITE NON HISPANIC,24,831,83,0.00702,7.02165
TRISTAN,MALE,WHITE NON HISPANIC,24,832,83,0.00702,7.02165
MAX,MALE,WHITE NON HISPANIC,95,141,34,0.00699,6.98632
WILLIAM,MALE,HISPANIC,98,135,36,0.00697,6.97062
ANGELINA,FEMALE,HISPANIC,72,206,24,0.00693,6.93441
SHIMON,MALE,WHITE NON HISPANIC,94,144,35,0.00691,6.91278
AIDAN,MALE,ASIAN AND PACIFIC ISLANDER,32,572,34,0.00689,6.88913
DEREK,MALE,ASIAN AND PACIFIC ISLANDER,32,573,34,0.00689,6.88913
DYLAN,MALE,BLACK NON HISPANIC,42,402,32,0.00685,6.84597
NICOLE,FEMALE,HISPANIC,71,211,25,0.00684,6.83810
JOHN,MALE,HISPANIC,96,139,37,0.00683,6.82837
EMILY,FEMALE,BLACK NON HISPANIC,30,611,25,0.00681,6.80890
LAYLA,FEMALE,BLACK NON HISPANIC,30,612,25,0.00681,6.80890
SOPHIA,FEMALE,BLACK NON HISPANIC,30,613,25,0.00681,6.80890
SAMUEL,MALE,BLACK NON HISPANIC,30,616,44,0.00681,6.80890
AMANDA,FEMALE,HISPANIC,30,617,58,0.00681,6.80890
ANGELIQUE,FEMALE,HISPANIC,30,618,58,0.00681,6.80890
DAISY,FEMALE,HISPANIC,30,619,58,0.00681,6.80890
JACQUELINE,FEMALE,HISPANIC,30,620,58,0.00681,6.80890
JOSELYN,FEMALE,HISPANIC,30,621,58,0.00681,6.80890
LIZBETH,FEMALE,HISPANIC,30,622,58,0.00681,6.80890
EDWARD,MALE,HISPANIC,30,626,74,0.00681,6.80890
GEORGE,MALE,HISPANIC,30,627,74,0.00681,6.80890
SEAN,MALE,HISPANIC,30,628,74,0.00681,6.80890
CHRISTOPHER,MALE,WHITE NON HISPANIC,92,150,36,0.00677,6.76570
ISAAC,MALE,WHITE NON HISPANIC,92,151,36,0.00677,6.76570
AVA,FEMALE,ASIAN AND PACIFIC ISLANDER,23,833,25,0.00673,6.72908
HANNAH,FEMALE,ASIAN AND PACIFIC ISLANDER,23,834,25,0.00673,6.72908
SABRINA,FEMALE,ASIAN AND PACIFIC ISLANDER,23,835,25,0.00673,6.72908
ZAINAB,FEMALE,ASIAN AND PACIFIC ISLANDER,23,836,25,0.00673,6.72908
ALIYAH,FEMALE,BLACK NON HISPANIC,23,837,32,0.00673,6.72908
KIMORA,FEMALE,BLACK NON HISPANIC,23,838,32,0.00673,6.72908
JADEN,MALE,ASIAN AND PACIFIC ISLANDER,23,839,43,0.00673,6.72908
JORDAN,MALE,ASIAN AND PACIFIC ISLANDER,23,840,43,0.00673,6.72908
STANLEY,MALE,ASIAN AND PACIFIC ISLANDER,23,841,43,0.00673,6.72908
WILSON,MALE,ASIAN AND PACIFIC ISLANDER,23,842,43,0.00673,6.72908
MESSIAH,MALE,BLACK NON HISPANIC,23,843,51,0.00673,6.72908
MOHAMMED,MALE,BLACK NON HISPANIC,23,844,51,0.00673,6.72908
IZABELLA,FEMALE,HISPANIC,23,845,65,0.00673,6.72908
KATELYN,FEMALE,HISPANIC,23,846,65,0.00673,6.72908
MELODY,FEMALE,HISPANIC,23,847,65,0.00673,6.72908
BLIMY,FEMALE,WHITE NON HISPANIC,23,848,68,0.00673,6.72908
GITTEL,FEMALE,WHITE NON HISPANIC,23,849,68,0.00673,6.72908
JULIETTE,FEMALE,WHITE NON HISPANIC,23,850,68,0.00673,6.72908
LAILA,FEMALE,WHITE NON HISPANIC,23,851,68,0.00673,6.72908
LIA,FEMALE,WHITE NON HISPANIC,23,852,68,0.00673,6.72908
LIBBY,FEMALE,WHITE NON HISPANIC,23,853,68,0.00673,6.72908
LUCIA,FEMALE,WHITE NON HISPANIC,23,854,68,0.00673,6.72908
NORA,FEMALE,WHITE NON HISPANIC,23,855,68,0.00673,6.72908
PEARL,FEMALE,WHITE NON HISPANIC,23,856,68,0.00673,6.72908
PHOEBE,FEMALE,WHITE NON HISPANIC,23,857,68,0.00673,6.72908
YEHUDIS,FEMALE,WHITE NON HISPANIC,23,858,68,0.00673,6.72908
BRAYAN,MALE,HISPANIC,23,859,81,0.00673,6.72908
JOAQUIN,MALE,HISPANIC,23,860,81,0.00673,6.72908
MARIO,MALE,HISPANIC,23,861,81,0.00673,6.72908
BRENDAN,MALE,WHITE NON HISPANIC,23,862,84,0.00673,6.72908
FELIX,MALE,WHITE NON HISPANIC,23,863,84,0.00673,6.72908
FINN,MALE,WHITE NON HISPANIC,23,864,84,0.00673,6.72908
LOUIS,MALE,WHITE NON HISPANIC,23,865,84,0.00673,6.72908
CHASE,MALE,BLACK NON HISPANIC,41,411,33,0.00668,6.68297
RYAN,MALE,BLACK NON HISPANIC,41,412,33,0.00668,6.68297
AYAAN,MALE,ASIAN AND PACIFIC ISLANDER,31,595,35,0.00667,6.67384
TYLER,MALE,ASIAN AND PACIFIC ISLANDER,31,596,35,0.00667,6.67384
ZOEY,FEMALE,BLACK NON HISPANIC,29,637,26,0.00658,6.58193
MICAH,MALE,BLACK NON HISPANIC,29,639,45,0.00658,6.58193
ROBERT,MALE,BLACK NON HISPANIC,29,640,45,0.00658,6.58193
SEAN,MALE,BLACK NON HISPANIC,29,641,45,0.00658,6.58193
DELILAH,FEMALE,HISPANIC,29,642,59,0.00658,6.58193
LAILA,FEMALE,HISPANIC,29,643,59,0.00658,6.58193
MYA,FEMALE,HISPANIC,29,644,59,0.00658,6.58193
SARA,FEMALE,HISPANIC,29,645,59,0.00658,6.58193
SCARLET,FEMALE,HISPANIC,29,646,59,0.00658,6.58193
CESAR,MALE,HISPANIC,29,652,75,0.00658,6.58193
EDGAR,MALE,HISPANIC,29,653,75,0.00658,6.58193
MARCOS,MALE,HISPANIC,29,654,75,0.00658,6.58193
PEDRO,MALE,HISPANIC,29,655,75,0.00658,6.58193
SAMANTHA,FEMALE,WHITE NON HISPANIC,74,199,29,0.00656,6.56028
JOSHUA,MALE,WHITE NON HISPANIC,89,159,37,0.00655,6.54508
JASON,MALE,HISPANIC,92,152,38,0.00654,6.54385
XAVIER,MALE,HISPANIC,92,153,38,0.00654,6.54385
KYLE,MALE,BLACK NON HISPANIC,40,425,34,0.00652,6.51997
ABDULLAH,MALE,ASIAN AND PACIFIC ISLANDER,30,614,36,0.00646,6.45856
SAMUEL,MALE,ASIAN AND PACIFIC ISLANDER,30,615,36,0.00646,6.45856
AMANDA,FEMALE,ASIAN AND PACIFIC ISLANDER,22,866,26,0.00644,6.43651
ANGEL,FEMALE,ASIAN AND PACIFIC ISLANDER,22,867,26,0.00644,6.43651
EVA,FEMALE,ASIAN AND PACIFIC ISLANDER,22,868,26,0.00644,6.43651
JOYCE,FEMALE,ASIAN AND PACIFIC ISLANDER,22,869,26,0.00644,6.43651
KAREN,FEMALE,ASIAN AND PACIFIC ISLANDER,22,870,26,0.00644,6.43651
KELLY,FEMALE,ASIAN AND PACIFIC ISLANDER,22,871,26,0.00644,6.43651
SAMANTHA,FEMALE,ASIAN AND PACIFIC ISLANDER,22,872,26,0.00644,6.43651
STEPHANIE,FEMALE,ASIAN AND PACIFIC ISLANDER,22,873,26,0.00644,6.43651
VICTORIA,FEMALE,ASIAN AND PACIFIC ISLANDER,22,874,26,0.00644,6.43651
AMIRAH,FEMALE,BLACK NON HISPANIC,22,875,33,0.00644,6.43651
ELIZABETH,FEMALE,BLACK NON HISPANIC,22,876,33,0.00644,6.43651
MARIAMA,FEMALE,BLACK NON HISPANIC,22,877,33,0.00644,6.43651
FELIX,MALE,ASIAN AND PACIFIC ISLANDER,22,878,44,0.00644,6.43651
IAN,MALE,ASIAN AND PACIFIC ISLANDER,22,879,44,0.00644,6.43651
ANDRE,MALE,BLACK NON HISPANIC,22,880,52,0.00644,6.43651
BRIAN,MALE,BLACK NON HISPANIC,22,881,52,0.00644,6.43651
ELI,MALE,BLACK NON HISPANIC,22,882,52,0.00644,6.43651
KADEN,MALE,BLACK NON HISPANIC,22,883,52,0.00644,6.43651
ZACHARY,MALE,BLACK NON HISPANIC,22,884,52,0.00644,6.43651
ALIYAH,FEMALE,HISPANIC,22,885,66,0.00644,6.43651
BRITTANY,FEMALE,HISPANIC,22,886,66,0.00644,6.43651
DAYANA,FEMALE,HISPANIC,22,887,66,0.00644,6.43651
JAYLENE,FEMALE,HISPANIC,22,888,66,0.00644,6.43651
JULIA,FEMALE,HISPANIC,22,889,66,0.00644,6.43651
NAOMI,FEMALE,HISPANIC,22,890,66,0.00644,6.43651
YARETZI,FEMALE,HISPANIC,22,891,66,0.00644,6.43651
ADELE,FEMALE,WHITE NON HISPANIC,22,892,69,0.00644,6.43651
ALIZA,FEMALE,WHITE NON HISPANIC,22,893,69,0.00644,6.43651
BELLA,FEMALE,WHITE NON HISPANIC,22,894,69,0.00644,6.43651
EVE,FEMALE,WHITE NON HISPANIC,22,895,69,0.00644,6.43651
JENNA,FEMALE,WHITE NON HISPANIC,22,896,69,0.00644,6.43651
JESSICA,FEMALE,WHITE NON HISPANIC,22,897,69,0.00644,6.43651
LOLA,FEMALE,WHITE NON HISPANIC,22,898,69,0.00644,6.43651
ROCHEL,FEMALE,WHITE NON HISPANIC,22,899,69,0.00644,6.43651
SHIRA,FEMALE,WHITE NON HISPANIC,22,900,69,0.00644,6.43651
SHOSHANA,FEMALE,WHITE NON HISPANIC,22,901,69,0.00644,6.43651
VERONICA,FEMALE,WHITE NON HISPANIC,22,902,69,0.00644,6.43651
ABRAHAM,MALE,HISPANIC,22,903,82,0.00644,6.43651
ALLEN,MALE,HISPANIC,22,904,82,0.00644,6.43651
CHASE,MALE,HISPANIC,22,905,82,0.00644,6.43651
DOMINIC,MALE,HISPANIC,22,906,82,0.00644,6.43651
ISRAEL,MALE,HISPANIC,22,907,82,0.00644,6.43651
KELVIN,MALE,HISPANIC,22,908,82,0.00644,6.43651
MARCO,MALE,HISPANIC,22,909,82,0.00644,6.43651
BEN,MALE,WHITE NON HISPANIC,22,910,85,0.00644,6.43651
LORENZO,MALE,WHITE NON HISPANIC,22,911,85,0.00644,6.43651
YEHOSHUA,MALE,WHITE NON HISPANIC,22,912,85,0.00644,6.43651
FAIGY,FEMALE,WHITE NON HISPANIC,72,207,30,0.00638,6.38298
ALEXANDER,MALE,BLACK NON HISPANIC,39,435,35,0.00636,6.35697
IMANI,FEMALE,BLACK NON HISPANIC,28,664,27,0.00635,6.35497
MILAN,FEMALE,BLACK NON HISPANIC,28,665,27,0.00635,6.35497
TRINITY,FEMALE,BLACK NON HISPANIC,28,666,27,0.00635,6.35497
ADAM,MALE,BLACK NON HISPANIC,28,669,46,0.00635,6.35497
KAIDEN,MALE,BLACK NON HISPANIC,28,670,46,0.00635,6.35497
KEVIN,MALE,BLACK NON HISPANIC,28,671,46,0.00635,6.35497
DANIELLA,FEMALE,HISPANIC,28,672,60,0.00635,6.35497
ISABEL,FEMALE,HISPANIC,28,673,60,0.00635,6.35497
LILIANA,FEMALE,HISPANIC,28,674,60,0.00635,6.35497
ANGELO,MALE,HISPANIC,28,681,76,0.00635,6.35497
FERNANDO,MALE,HISPANIC,28,682,76,0.00635,6.35497
JOHAN,MALE,HISPANIC,28,683,76,0.00635,6.35497
ZACHARY,MALE,WHITE NON HISPANIC,86,164,38,0.00632,6.32446
HANNAH,FEMALE,WHITE NON HISPANIC,71,212,31,0.00629,6.29433
LEO,MALE,WHITE NON HISPANIC,85,169,39,0.00625,6.25092
BRANDON,MALE,ASIAN AND PACIFIC ISLANDER,29,638,37,0.00624,6.24327
JAYLEN,MALE,BLACK NON HISPANIC,38,453,36,0.00619,6.19397
KATHERINE,FEMALE,ASIAN AND PACIFIC ISLANDER,21,913,27,0.00614,6.14394
KAYLA,FEMALE,ASIAN AND PACIFIC ISLANDER,21,914,27,0.00614,6.14394
NINA,FEMALE,ASIAN AND PACIFIC ISLANDER,21,915,27,0.00614,6.14394
KAITLYN,FEMALE,BLACK NON HISPANIC,21,916,34,0.00614,6.14394
MARIAH,FEMALE,BLACK NON HISPANIC,21,917,34,0.00614,6.14394
MIKAYLA,FEMALE,BLACK NON HISPANIC,21,918,34,0.00614,6.14394
SANAI,FEMALE,BLACK NON HISPANIC,21,919,34,0.00614,6.14394
AHMED,MALE,ASIAN AND PACIFIC ISLANDER,21,920,45,0.00614,6.14394
CHRISTIAN,MALE,ASIAN AND PACIFIC ISLANDER,21,921,45,0.00614,6.14394
CHRISTOPHER,MALE,ASIAN AND PACIFIC ISLANDER,21,922,45,0.00614,6.14394
DARREN,MALE,ASIAN AND PACIFIC ISLANDER,21,923,45,0.00614,6.14394
DEVIN,MALE,ASIAN AND PACIFIC ISLANDER,21,924,45,0.00614,6.14394
HENRY,MALE,ASIAN AND PACIFIC ISLANDER,21,925,45,0.00614,6.14394
JACK,MALE,ASIAN AND PACIFIC ISLANDER,21,926,45,0.00614,6.14394
JOHN,MALE,ASIAN AND PACIFIC ISLANDER,21,927,45,0.00614,6.14394
JOSEPH,MALE,ASIAN AND PACIFIC ISLANDER,21,928,45,0.00614,6.14394
IAN,MALE,BLACK NON HISPANIC,21,929,53,0.00614,6.14394
JACE,MALE,BLACK NON HISPANIC,21,930,53,0.00614,6.14394
AILEEN,FEMALE,HISPANIC,21,931,67,0.00614,6.14394
GIA,FEMALE,HISPANIC,21,932,67,0.00614,6.14394
JADA,FEMALE,HISPANIC,21,933,67,0.00614,6.14394
JULIANNA,FEMALE,HISPANIC,21,934,67,0.00614,6.14394
LAUREN,FEMALE,HISPANIC,21,935,67,0.00614,6.14394
LILY,FEMALE,HISPANIC,21,936,67,0.00614,6.14394
RIHANNA,FEMALE,HISPANIC,21,937,67,0.00614,6.14394
SKYLA,FEMALE,HISPANIC,21,938,67,0.00614,6.14394
LYLA,FEMALE,WHITE NON HISPANIC,21,939,70,0.00614,6.14394
MAEVE,FEMALE,WHITE NON HISPANIC,21,940,70,0.00614,6.14394
VIVIENNE,FEMALE,WHITE NON HISPANIC,21,941,70,0.00614,6.14394
YAEL,FEMALE,WHITE NON HISPANIC,21,942,70,0.00614,6.14394
ZOEY,FEMALE,WHITE NON HISPANIC,21,943,70,0.00614,6.14394
AMIR,MALE,HISPANIC,21,944,83,0.00614,6.14394
DANTE,MALE,HISPANIC,21,945,83,0.00614,6.14394
EMILIO,MALE,HISPANIC,21,946,83,0.00614,6.14394
JACK,MALE,HISPANIC,21,947,83,0.00614,6.14394
URIEL,MALE,HISPANIC,21,948,83,0.00614,6.14394
ALAN,MALE,WHITE NON HISPANIC,21,949,86,0.00614,6.14394
BARUCH,MALE,WHITE NON HISPANIC,21,950,86,0.00614,6.14394
DOMINICK,MALE,WHITE NON HISPANIC,21,951,86,0.00614,6.14394
ELIAS,MALE,WHITE NON HISPANIC,21,952,86,0.00614,6.14394
GRAHAM,MALE,WHITE NON HISPANIC,21,953,86,0.00614,6.14394
GRIFFIN,MALE,WHITE NON HISPANIC,21,954,86,0.00614,6.14394
HERSHY,MALE,WHITE NON HISPANIC,21,955,86,0.00614,6.14394
LUKA,MALE,WHITE NON HISPANIC,21,956,86,0.00614,6.14394
MARTIN,MALE,WHITE NON HISPANIC,21,957,86,0.00614,6.14394
RAPHAEL,MALE,WHITE NON HISPANIC,21,958,86,0.00614,6.14394
SHANE,MALE,WHITE NON HISPANIC,21,959,86,0.00614,6.14394
SHOLOM,MALE,WHITE NON HISPANIC,21,960,86,0.00614,6.14394
LAUREN,FEMALE,BLACK NON HISPANIC,27,693,28,0.00613,6.12801
SAMANTHA,FEMALE,BLACK NON HISPANIC,27,694,28,0.00613,6.12801
MAMADOU,MALE,BLACK NON HISPANIC,27,699,47,0.00613,6.12801
WILLIAM,MALE,BLACK NON HISPANIC,27,700,47,0.00613,6.12801
ESMERALDA,FEMALE,HISPANIC,27,701,61,0.00613,6.12801
ITZEL,FEMALE,HISPANIC,27,702,61,0.00613,6.12801
KATE,FEMALE,HISPANIC,27,703,61,0.00613,6.12801
LONDON,FEMALE,HISPANIC,27,704,61,0.00613,6.12801
ZOEY,FEMALE,HISPANIC,27,705,61,0.00613,6.12801
CHRIS,MALE,HISPANIC,27,710,77,0.00613,6.12801
JAKE,MALE,HISPANIC,27,711,77,0.00613,6.12801
JULIO,MALE,HISPANIC,27,712,77,0.00613,6.12801
OSCAR,MALE,HISPANIC,27,713,77,0.00613,6.12801
STELLA,FEMALE,WHITE NON HISPANIC,69,224,32,0.00612,6.11702
JOEL,MALE,BLACK NON HISPANIC,37,472,37,0.00603,6.03097
KAYDEN,MALE,BLACK NON HISPANIC,37,473,37,0.00603,6.03097
MOHAMED,MALE,BLACK NON HISPANIC,37,474,37,0.00603,6.03097
GIANNA,FEMALE,WHITE NON HISPANIC,68,227,33,0.00603,6.02837
ADAM,MALE,ASIAN AND PACIFIC ISLANDER,28,667,38,0.00603,6.02799
DAVID,MALE,ASIAN AND PACIFIC ISLANDER,28,668,38,0.00603,6.02799
ANNIE,FEMALE,ASIAN AND PACIFIC ISLANDER,20,961,28,0.00585,5.85138
CHRISTINA,FEMALE,ASIAN AND PACIFIC ISLANDER,20,962,28,0.00585,5.85138
IRENE,FEMALE,ASIAN AND PACIFIC ISLANDER,20,963,28,0.00585,5.85138
KAYLEE,FEMALE,ASIAN AND PACIFIC ISLANDER,20,964,28,0.00585,5.85138
NATALIE,FEMALE,ASIAN AND PACIFIC ISLANDER,20,965,28,0.00585,5.85138
SHARON,FEMALE,ASIAN AND PACIFIC ISLANDER,20,966,28,0.00585,5.85138
AMIYAH,FEMALE,BLACK NON HISPANIC,20,967,35,0.00585,5.85138
ARIELLE,FEMALE,BLACK NON HISPANIC,20,968,35,0.00585,5.85138
DANIELLE,FEMALE,BLACK NON HISPANIC,20,969,35,0.00585,5.85138
HARMONY,FEMALE,BLACK NON HISPANIC,20,970,35,0.00585,5.85138
PEYTON,FEMALE,BLACK NON HISPANIC,20,971,35,0.00585,5.85138
SKYLAR,FEMALE,BLACK NON HISPANIC,20,972,35,0.00585,5.85138
ABDUL,MALE,ASIAN AND PACIFIC ISLANDER,20,973,46,0.00585,5.85138
CARSON,MALE,ASIAN AND PACIFIC ISLANDER,20,974,46,0.00585,5.85138
DANNY,MALE,ASIAN AND PACIFIC ISLANDER,20,975,46,0.00585,5.85138
JACKY,MALE,ASIAN AND PACIFIC ISLANDER,20,976,46,0.00585,5.85138
MARCUS,MALE,ASIAN AND PACIFIC ISLANDER,20,977,46,0.00585,5.85138
AIDAN,MALE,BLACK NON HISPANIC,20,978,54,0.00585,5.85138
ANGELA,FEMALE,HISPANIC,20,979,68,0.00585,5.85138
DULCE,FEMALE,HISPANIC,20,980,68,0.00585,5.85138
JASMIN,FEMALE,HISPANIC,20,981,68,0.00585,5.85138
JULIET,FEMALE,HISPANIC,20,982,68,0.00585,5.85138
KAILEY,FEMALE,HISPANIC,20,983,68,0.00585,5.85138
LEILA,FEMALE,HISPANIC,20,984,68,0.00585,5.85138
LUCIA,FEMALE,HISPANIC,20,985,68,0.00585,5.85138
NATHALY,FEMALE,HISPANIC,20,986,68,0.00585,5.85138
RUBY,FEMALE,HISPANIC,20,987,68,0.00585,5.85138
ALESSANDRA,FEMALE,WHITE NON HISPANIC,20,988,71,0.00585,5.85138
ASHLEY,FEMALE,WHITE NON HISPANIC,20,989,71,0.00585,5.85138
BATSHEVA,FEMALE,WHITE NON HISPANIC,20,990,71,0.00585,5.85138
BLIMA,FEMALE,WHITE NON HISPANIC,20,991,71,0.00585,5.85138
DYLAN,FEMALE,WHITE NON HISPANIC,20,992,71,0.00585,5.85138
JACQUELINE,FEMALE,WHITE NON HISPANIC,20,993,71,0.00585,5.85138
LIBA,FEMALE,WHITE NON HISPANIC,20,994,71,0.00585,5.85138
MORGAN,FEMALE,WHITE NON HISPANIC,20,995,71,0.00585,5.85138
NATALIA,FEMALE,WHITE NON HISPANIC,20,996,71,0.00585,5.85138
RAIZEL,FEMALE,WHITE NON HISPANIC,20,997,71,0.00585,5.85138
SHIFRA,FEMALE,WHITE NON HISPANIC,20,998,71,0.00585,5.85138
SURY,FEMALE,WHITE NON HISPANIC,20,999,71,0.00585,5.85138
YOCHEVED,FEMALE,WHITE NON HISPANIC,20,1000,71,0.00585,5.85138
ARMANI,MALE,HISPANIC,20,1001,84,0.00585,5.85138
CHARLES,MALE,HISPANIC,20,1002,84,0.00585,5.85138
